Gender,Age,Department,Department_code,Years_exp,Tenure (months),Gross
0,39,Operations,3,14.5,117,307342
0,32,Product,5,11.0,14,159097
0,29,Engineering,0,9.5,38,160844
0,25,Media,2,7.5,36,87949
0,30,Tech,7,10.0,10,163222
0,35,Other,4,12.5,38,348617
0,30,Tech,7,10.0,65,212997
0,40,Other,4,15.0,135,383403
0,40,Tech,7,15.0,43,207661
0,29,Other,4,9.5,34,88934
1,26,Other,4,8.0,35,96376
0,30,Tech,7,10.0,20,210752
0,34,Other,4,12.0,29,180820
0,27,Operations,3,8.5,12,97067
0,28,Other,4,9.0,48,105764
0,30,Tech,7,10.0,34,232542
0,42,Other,4,16.0,21,467780
0,29,Other,4,9.5,49,134523
0,24,Media,2,7.0,24,80883
0,32,Tech,7,11.0,105,195345
1,25,Other,4,7.5,37,699
0,32,Tech,7,11.0,41,343230
0,35,Other,4,12.5,35,100368
0,32,Other,4,11.0,11,194400
1,23,Other,4,6.5,24,60341
0,32,Tech,7,11.0,20,239957
0,34,Other,4,12.0,122,335839
0,31,Media,2,10.5,38,171056
0,38,Other,4,14.0,119,199215
0,26,Other,4,8.0,13,88872
1,37,Other,4,13.5,78,143647
1,37,Tech,7,13.5,62,224091
0,32,Tech,7,11.0,72,176566
1,32,Other,4,11.0,27,122712
1,28,Other,4,9.0,50,156657
0,37,Tech,7,13.5,35,161672
0,32,Tech,7,11.0,84,144956
0,31,Tech,7,10.5,86,238054
0,25,Engineering,0,7.5,11,102560
0,30,Other,4,10.0,30,92883
0,37,Other,4,13.5,151,187782
0,37,Media,2,13.5,67,225454
0,25,Operations,3,7.5,11,101248
1,27,Tech,7,8.5,61,117429
0,35,Engineering,0,12.5,54,250249
1,29,Other,4,9.5,41,121682
0,28,Tech,7,9.0,26,181865
0,26,Tech,7,8.0,57,125510
0,27,Other,4,8.5,49,146181
1,31,Other,4,10.5,32,79625
1,26,Other,4,8.0,60,145308
1,27,Tech,7,8.5,9,174588
0,29,Tech,7,9.5,33,126072
0,26,Other,4,8.0,21,114993
0,26,Other,4,8.0,17,117271
0,24,Tech,7,7.0,24,84662
0,42,Operations,3,16.0,118,219469
0,43,Finance,1,16.5,121,492954
1,24,Other,4,7.0,13,73121
0,23,Tech,7,6.5,12,70813
0,34,Other,4,12.0,51,127754
0,33,Other,4,11.5,6,297127
1,41,Other,4,15.5,148,254925
0,32,Finance,1,11.0,93,138234
0,39,Product,5,14.5,38,173915
1,25,Other,4,7.5,39,97572
0,40,Tech,7,15.0,133,376070
0,34,Engineering,0,12.0,33,321483
0,36,Tech,7,13.0,61,362186
0,26,Other,4,8.0,35,87090
0,33,Tech,7,11.5,17,111725
0,29,Media,2,9.5,55,132036
0,27,Other,4,8.5,26,190219
1,23,Other,4,6.5,8,122200
0,29,Tech,7,9.5,42,146703
1,32,Tech,7,11.0,39,268561
0,34,Finance,1,12.0,83,136574
1,32,Other,4,11.0,64,161941
0,26,Media,2,8.0,8,170600
0,32,Other,4,11.0,28,226288
0,26,Tech,7,8.0,11,126967
0,31,Other,4,10.5,8,111591
0,28,Other,4,9.0,49,131324
0,25,Other,4,7.5,13,76367
0,30,Media,2,10.0,12,119485
0,25,Other,4,7.5,15,122261
1,28,Finance,1,9.0,11,81400
0,38,Media,2,14.0,76,370368
0,36,Engineering,0,13.0,73,238323
0,28,Engineering,0,9.0,21,115436
0,32,Other,4,11.0,39,240627
0,32,Other,4,11.0,69,183001
0,26,Other,4,8.0,28,94002
0,30,Other,4,10.0,50,163222
0,36,Tech,7,13.0,93,240056
1,29,Finance,1,9.5,32,79301
0,37,Finance,1,13.5,84,112805
0,38,Other,4,14.0,8,253273
1,30,Engineering,0,10.0,57,146755
0,24,Tech,7,7.0,6,122269
0,30,Other,4,10.0,35,92187
1,33,Media,2,11.5,10,130933
1,29,Finance,1,9.5,22,83591
0,22,Engineering,0,6.0,12,73813
0,29,Engineering,0,9.5,21,183012
0,25,Tech,7,7.5,36,82001
0,29,Other,4,9.5,8,195114
0,40,Sales,6,15.0,86,274588
0,22,Tech,7,6.0,12,70813
0,31,Engineering,0,10.5,33,85669
0,32,Engineering,0,11.0,35,202309
0,27,Media,2,8.5,21,79449
0,30,Other,4,10.0,28,173015
0,29,Other,4,9.5,32,85441
0,27,Tech,7,8.5,6,106605
1,33,Media,2,11.5,66,187671
0,30,Engineering,0,10.0,45,262968
0,34,Operations,3,12.0,86,210649
0,30,Other,4,10.0,24,86903
0,31,Engineering,0,10.5,35,102611
0,36,Sales,6,13.0,23,439212
1,36,Sales,6,13.0,44,99948
0,26,Other,4,8.0,39,112522
0,37,Other,4,13.5,119,215593
0,38,Other,4,14.0,23,268375
0,33,Engineering,0,11.5,41,226006
1,29,Product,5,9.5,40,148654
0,23,Tech,7,6.5,24,84087
0,30,Product,5,10.0,108,244157
0,39,Other,4,14.5,33,264479
0,30,Other,4,10.0,39,70549
0,35,Other,4,12.5,49,155214
1,29,Tech,7,9.5,6,113126
0,47,Media,2,18.5,39,261918
1,36,Other,4,13.0,40,263207
1,29,Media,2,9.5,32,137280
1,27,Other,4,8.5,9,99552
0,37,Media,2,13.5,93,209700
0,46,Other,4,18.0,89,456160
1,30,Other,4,10.0,81,121135
0,30,Engineering,0,10.0,34,171731
0,34,Tech,7,12.0,56,222380
1,28,Operations,3,9.0,11,112454
1,32,Tech,7,11.0,35,103413
0,29,Tech,7,9.5,6,112738
0,31,Operations,3,10.5,64,157394
0,35,Tech,7,12.5,48,213420
0,42,Other,4,16.0,137,149470
0,31,Other,4,10.5,52,151901
1,27,Media,2,8.5,11,93185
0,24,Media,2,7.0,24,67608
1,32,Media,2,11.0,67,158163
0,42,Other,4,16.0,104,499907
1,41,Other,4,15.5,23,195114
0,32,Media,2,11.0,28,160981
0,30,Tech,7,10.0,10,143800
1,28,Tech,7,9.0,72,150972
0,29,Tech,7,9.5,53,221828
0,48,Media,2,19.0,65,767947
0,30,Tech,7,10.0,57,144295
1,26,Media,2,8.0,56,98928
1,27,Other,4,8.5,72,155272
0,32,Tech,7,11.0,42,162139
0,25,Media,2,7.5,24,59872
0,34,Tech,7,12.0,73,231899
1,25,Other,4,7.5,39,87196
0,39,Finance,1,14.5,61,220528
0,26,Media,2,8.0,26,133988
0,37,Tech,7,13.5,146,412864
1,28,Media,2,9.0,55,150338
0,34,Other,4,12.0,103,356847
0,29,Media,2,9.5,46,156379
0,25,Other,4,7.5,22,91317
1,35,Other,4,12.5,16,360603
0,34,Tech,7,12.0,59,238401
1,26,Tech,7,8.0,24,122841
0,24,Media,2,7.0,36,89526
1,35,Other,4,12.5,80,111259
0,29,Tech,7,9.5,26,182233
0,36,Media,2,13.0,35,212345
1,27,Tech,7,8.5,10,93185
0,28,Tech,7,9.0,32,81085
0,29,Operations,3,9.5,8,101334
1,28,Other,4,9.0,17,103008
1,28,Tech,7,9.0,39,103601
0,37,Finance,1,13.5,106,91837
0,40,Tech,7,15.0,141,355205
0,29,Tech,7,9.5,27,134518
0,29,Tech,7,9.5,84,212708
0,34,Tech,7,12.0,48,240900
1,37,Other,4,13.5,18,329901
0,26,Other,4,8.0,12,112259
0,33,Tech,7,11.5,74,174189
0,32,Other,4,11.0,139,270000
0,34,Tech,7,12.0,50,249868
1,36,Tech,7,13.0,57,354904
0,30,Engineering,0,10.0,13,192114
0,26,Media,2,8.0,43,99926
0,22,Media,2,6.0,12,62087
1,25,Other,4,7.5,48,113985
0,26,Other,4,8.0,38,109795
0,28,Other,4,9.0,41,177634
0,30,Operations,3,10.0,50,113309
0,41,Tech,7,15.5,64,422922
0,28,Product,5,9.0,33,131769
0,23,Tech,7,6.5,24,77502
0,31,Tech,7,10.5,79,243548
0,40,Media,2,15.0,190,494391
0,28,Tech,7,9.0,32,115128
0,32,Other,4,11.0,43,98594
1,34,Other,4,12.0,77,129348
0,38,Finance,1,14.0,151,269344
1,34,Finance,1,12.0,96,111504
0,29,Other,4,9.5,35,130485
0,23,Tech,7,6.5,24,78219
1,26,Other,4,8.0,37,93608
0,27,Operations,3,8.5,41,92904
0,28,Tech,7,9.0,39,95963
1,28,Other,4,9.0,32,102059
0,30,Media,2,10.0,108,191108
1,27,Finance,1,8.5,59,86779
0,31,Tech,7,10.5,10,104133
1,24,Media,2,7.0,24,74615
0,36,Other,4,13.0,55,26796
1,30,Other,4,10.0,32,205381
0,38,Tech,7,14.0,78,312440
1,37,Media,2,13.5,11,279207
1,26,Media,2,8.0,28,131345
0,31,Other,4,10.5,13,120275
1,26,Media,2,8.0,25,89853
0,31,Tech,7,10.5,53,116460
0,27,Operations,3,8.5,11,114971
0,32,Media,2,11.0,13,189889
1,27,Other,4,8.5,37,73083
1,34,Other,4,12.0,32,101739
0,38,Tech,7,14.0,41,271099
0,35,Tech,7,12.5,6,156501
0,34,Engineering,0,12.0,40,267263
0,41,Tech,7,15.5,131,360394
1,33,Tech,7,11.5,58,160893
0,31,Tech,7,10.5,34,97495
1,31,Finance,1,10.5,61,87351
0,28,Tech,7,9.0,72,188421
0,33,Other,4,11.5,74,142057
1,27,Operations,3,8.5,35,194091
0,31,Engineering,0,10.5,59,242018
0,28,Other,4,9.0,48,149867
1,40,Other,4,15.0,94,202219
0,26,Operations,3,8.0,56,110088
0,40,Media,2,15.0,148,335481
1,37,Sales,6,13.5,31,118810
0,42,Other,4,16.0,33,210834
0,36,Finance,1,13.0,128,176006
0,35,Media,2,12.5,87,239865
1,26,Other,4,8.0,9,85988
0,26,Engineering,0,8.0,26,108840
0,30,Engineering,0,10.0,46,93871
1,30,Finance,1,10.0,51,87616
0,34,Engineering,0,12.0,8,249933
0,33,Other,4,11.5,30,230473
0,27,Other,4,8.5,48,99354
1,24,Other,4,7.0,6,60723
1,28,Other,4,9.0,12,124546
1,30,Finance,1,10.0,26,87122
0,23,Operations,3,6.5,15,104655
1,27,Media,2,8.5,41,126230
0,34,Other,4,12.0,62,237740
0,36,Tech,7,13.0,42,154986
0,35,Media,2,12.5,24,240649
0,31,Other,4,10.5,52,168590
0,32,Other,4,11.0,51,158260
0,29,Product,5,9.5,84,222019
1,29,Tech,7,9.5,37,153655
0,23,Tech,7,6.5,12,73813
0,41,Other,4,15.5,77,170118
1,27,Media,2,8.5,34,114281
0,33,Tech,7,11.5,41,284667
0,29,Engineering,0,9.5,7,202333
1,27,Tech,7,8.5,23,122829
0,32,Other,4,11.0,10,225117
1,23,Media,2,6.5,12,70813
0,31,Media,2,10.5,48,221544
0,37,Media,2,13.5,56,330566
0,31,Other,4,10.5,72,132947
0,33,Product,5,11.5,92,203468
0,27,Other,4,8.5,25,101450
0,39,Tech,7,14.5,120,361763
0,33,Finance,1,11.5,30,52045
0,36,Media,2,13.0,55,243805
0,30,Engineering,0,10.0,36,178588
1,27,Media,2,8.5,24,91439
0,43,Other,4,16.5,42,255976
1,40,Other,4,15.0,101,296365
1,28,Other,4,9.0,33,71371
1,34,Product,5,12.0,58,115908
0,39,Other,4,14.5,74,379039
0,29,Other,4,9.5,15,100454
0,29,Tech,7,9.5,38,216316
0,46,Other,4,18.0,33,433172
1,31,Tech,7,10.5,67,179623
1,27,Tech,7,8.5,48,119582
0,33,Media,2,11.5,80,196804
1,30,Product,5,10.0,9,97646
0,33,Product,5,11.5,85,213017
1,26,Other,4,8.0,35,66079
0,25,Operations,3,7.5,12,109466
0,29,Tech,7,9.5,36,128471
0,29,Finance,1,9.5,72,108067
0,44,Tech,7,17.0,34,333490
0,30,Engineering,0,10.0,23,200556
0,26,Operations,3,8.0,11,84566
1,27,Other,4,8.5,37,89792
0,33,Other,4,11.5,103,240793
1,39,Other,4,14.5,115,153716
1,24,Tech,7,7.0,36,104496
0,26,Tech,7,8.0,60,175415
0,32,Other,4,11.0,6,299358
0,33,Tech,7,11.5,37,2511
0,34,Other,4,12.0,59,203980
0,41,Media,2,15.5,87,638987
0,47,Other,4,18.5,96,465851
0,30,Tech,7,10.0,17,155524
1,32,Tech,7,11.0,10,104133
0,28,Media,2,9.0,26,176947
1,27,Other,4,8.5,23,115117
0,29,Other,4,9.5,35,66707
0,50,Engineering,0,20.0,45,968178
0,22,Other,4,6.0,12,56628
1,27,Finance,1,8.5,10,81817
0,36,Sales,6,13.0,62,150682
0,38,Tech,7,14.0,130,480000
0,37,Engineering,0,13.5,45,334279
0,28,Other,4,9.0,15,147867
0,30,Engineering,0,10.0,24,246040
0,35,Other,4,12.5,46,184360
0,27,Other,4,8.5,48,89962
1,29,Tech,7,9.5,58,229033
0,28,Media,2,9.0,30,152607
0,33,Other,4,11.5,26,87890
0,30,Other,4,10.0,52,124936
0,31,Media,2,10.5,49,100576
0,35,Engineering,0,12.5,30,228399
1,35,Tech,7,12.5,32,135454
0,36,Sales,6,13.0,83,162081
0,30,Tech,7,10.0,49,94347
0,24,Other,4,7.0,24,67875
1,32,Operations,3,11.0,46,158068
0,30,Media,2,10.0,35,164983
0,35,Media,2,12.5,54,380720
0,31,Other,4,10.5,74,84765
1,29,Tech,7,9.5,41,109312
0,30,Tech,7,10.0,58,166491
1,25,Media,2,7.5,48,132749
0,28,Engineering,0,9.0,42,59556
0,39,Other,4,14.5,74,144182
1,36,Other,4,13.0,84,99142
0,25,Other,4,7.5,9,70417
0,29,Engineering,0,9.5,84,263678
1,35,Tech,7,12.5,36,79423
0,41,Operations,3,15.5,154,163092
0,32,Other,4,11.0,31,182545
0,41,Media,2,15.5,85,272643
0,43,Engineering,0,16.5,40,533627
0,23,Other,4,6.5,24,74127
0,25,Other,4,7.5,6,120239
1,22,Engineering,0,6.0,12,73813
0,26,Other,4,8.0,41,72307
0,49,Tech,7,19.5,120,519979
0,36,Sales,6,13.0,61,231946
0,30,Other,4,10.0,38,111329
1,29,Tech,7,9.5,39,114942
1,31,Finance,1,10.5,91,99648
0,31,Tech,7,10.5,40,198668
0,33,Sales,6,11.5,48,237803
0,32,Tech,7,11.0,29,312273
0,28,Tech,7,9.0,16,127467
0,40,Tech,7,15.0,63,177650
1,25,Other,4,7.5,22,87102
0,31,Tech,7,10.5,21,158500
1,36,Engineering,0,13.0,37,130710
0,34,Media,2,12.0,13,230273
0,32,Other,4,11.0,59,69255
0,30,Tech,7,10.0,57,198623
0,26,Other,4,8.0,35,152143
1,25,Engineering,0,7.5,36,108895
0,30,Tech,7,10.0,47,185404
0,29,Tech,7,9.5,48,174089
0,39,Finance,1,14.5,99,120247
0,30,Other,4,10.0,26,90509
1,29,Other,4,9.5,31,168744
0,25,Tech,7,7.5,28,90468
1,32,Tech,7,11.0,45,162399
0,32,Other,4,11.0,34,142747
1,23,Other,4,6.5,11,54100
0,30,Finance,1,10.0,34,80551
0,31,Tech,7,10.5,65,72929
0,32,Other,4,11.0,34,157816
1,27,Operations,3,8.5,48,93071
0,27,Finance,1,8.5,29,114641
0,24,Tech,7,7.0,24,78908
0,30,Tech,7,10.0,61,90368
0,41,Finance,1,15.5,104,133761
0,36,Other,4,13.0,95,236271
1,26,Tech,7,8.0,12,113081
0,30,Finance,1,10.0,24,93105
0,22,Media,2,6.0,12,70813
1,25,Tech,7,7.5,35,67250
0,43,Tech,7,16.5,125,764148
0,23,Tech,7,6.5,12,73813
0,22,Other,4,6.0,12,73813
0,26,Operations,3,8.0,57,198587
0,30,Operations,3,10.0,21,154337
0,29,Tech,7,9.5,24,118070
0,25,Operations,3,7.5,14,106272
1,29,Finance,1,9.5,63,104470
0,34,Other,4,12.0,33,117463
1,28,Media,2,9.0,72,135504
1,35,Tech,7,12.5,108,279962
0,32,Other,4,11.0,70,147997
0,27,Media,2,8.5,39,158611
0,27,Other,4,8.5,35,96634
0,29,Other,4,9.5,57,246201
1,29,Other,4,9.5,23,94937
0,31,Tech,7,10.5,23,168070
0,30,Other,4,10.0,11,129917
0,32,Other,4,11.0,76,116201
0,32,Media,2,11.0,95,188788
0,23,Other,4,6.5,6,60723
0,27,Tech,7,8.5,35,71235
1,22,Tech,7,6.0,12,73813
0,25,Other,4,7.5,37,89630
0,35,Tech,7,12.5,37,214580
0,43,Other,4,16.5,14,273733
0,30,Other,4,10.0,48,186003
0,28,Other,4,9.0,9,100532
1,26,Other,4,8.0,42,62908
0,27,Other,4,8.5,26,215214
0,32,Tech,7,11.0,6,232628
1,25,Tech,7,7.5,17,57287
1,29,Media,2,9.5,23,162103
0,28,Media,2,9.0,70,105661
1,29,Other,4,9.5,81,154834
0,43,Product,5,16.5,85,491032
1,30,Other,4,10.0,38,123232
0,29,Tech,7,9.5,10,183248
0,29,Other,4,9.5,14,250900
0,42,Other,4,16.0,73,259764
0,25,Tech,7,7.5,48,103297
0,36,Media,2,13.0,35,252249
0,28,Operations,3,9.0,8,97094
0,23,Media,2,6.5,12,75668
0,38,Media,2,14.0,105,308426
0,35,Other,4,12.5,127,262776
1,28,Engineering,0,9.0,30,180086
0,30,Tech,7,10.0,21,114114
1,26,Other,4,8.0,33,82682
0,26,Other,4,8.0,13,122301
0,31,Other,4,10.5,14,64154
1,29,Finance,1,9.5,17,94576
1,26,Other,4,8.0,12,97613
0,26,Operations,3,8.0,9,106855
0,27,Engineering,0,8.5,33,133224
1,30,Other,4,10.0,48,85895
0,38,Tech,7,14.0,93,166308
1,29,Operations,3,9.5,48,75149
1,23,Tech,7,6.5,12,58517
1,27,Tech,7,8.5,10,78242
0,32,Other,4,11.0,46,168105
1,26,Other,4,8.0,14,88970
0,34,Other,4,12.0,17,283287
1,31,Tech,7,10.5,34,121428
1,38,Other,4,14.0,108,238415
0,35,Media,2,12.5,133,476046
0,29,Product,5,9.5,92,178533
0,32,Operations,3,11.0,50,185693
0,37,Other,4,13.5,147,285580
0,33,Other,4,11.5,63,213219
0,35,Other,4,12.5,77,143729
0,36,Engineering,0,13.0,70,220125
0,28,Tech,7,9.0,59,231028
0,31,Other,4,10.5,33,182404
0,33,Media,2,11.5,71,277920
1,41,Other,4,15.5,10,136725
1,31,Tech,7,10.5,70,183775
0,33,Other,4,11.5,33,188617
0,25,Tech,7,7.5,7,74922
0,29,Media,2,9.5,59,193755
0,40,Tech,7,15.0,121,231778
0,37,Other,4,13.5,69,119386
1,36,Tech,7,13.0,84,203711
0,30,Other,4,10.0,6,143988
0,30,Other,4,10.0,61,136607
1,37,Other,4,13.5,153,279717
0,31,Other,4,10.5,48,111754
0,23,Tech,7,6.5,12,100468
0,28,Engineering,0,9.0,48,104810
0,31,Other,4,10.5,53,231067
0,32,Finance,1,11.0,39,86862
0,34,Other,4,12.0,26,166817
0,29,Engineering,0,9.5,43,157389
0,23,Media,2,6.5,24,66850
1,25,Other,4,7.5,23,107528
1,35,Other,4,12.5,36,159366
0,38,Media,2,14.0,35,246014
1,35,Tech,7,12.5,77,247721
0,27,Operations,3,8.5,33,99771
1,26,Other,4,8.0,35,110977
0,27,Other,4,8.5,21,139008
0,27,Tech,7,8.5,10,119033
0,23,Tech,7,6.5,12,73813
0,32,Other,4,11.0,87,213322
1,34,Tech,7,12.0,6,187213
0,31,Media,2,10.5,28,209583
1,28,Other,4,9.0,13,163650
0,55,Media,2,22.5,69,513881
0,27,Tech,7,8.5,30,117050
1,37,Other,4,13.5,89,298183
1,30,Tech,7,10.0,61,103053
1,32,Other,4,11.0,61,142850
0,34,Other,4,12.0,33,151863
0,37,Other,4,13.5,47,290572
0,31,Other,4,10.5,91,213584
0,32,Other,4,11.0,104,195250
0,28,Tech,7,9.0,50,98566
0,37,Sales,6,13.5,65,280110
1,37,Other,4,13.5,61,364113
0,29,Tech,7,9.5,41,110666
0,28,Other,4,9.0,34,126536
0,28,Other,4,9.0,13,73977
0,26,Other,4,8.0,26,76165
1,24,Media,2,7.0,36,87014
0,33,Other,4,11.5,75,167374
0,34,Other,4,12.0,41,274262
0,39,Tech,7,14.5,88,190606
0,38,Other,4,14.0,8,264109
1,38,Finance,1,14.0,146,118705
1,40,Tech,7,15.0,155,189634
0,32,Tech,7,11.0,57,204704
0,31,Tech,7,10.5,83,192152
0,35,Other,4,12.5,11,191400
0,36,Sales,6,13.0,71,941642
1,39,Sales,6,14.5,129,261848
0,25,Media,2,7.5,24,66832
1,27,Other,4,8.5,34,62100
1,31,Media,2,10.5,30,15294
1,24,Tech,7,7.0,22,50355
0,27,Media,2,8.5,9,114591
0,25,Tech,7,7.5,36,113708
0,37,Tech,7,13.5,76,207623
1,29,Media,2,9.5,47,114272
0,32,Tech,7,11.0,38,257788
0,38,Media,2,14.0,83,375290
1,32,Other,4,11.0,12,195114
0,34,Other,4,12.0,47,199323
0,36,Other,4,13.0,64,116839
0,27,Engineering,0,8.5,60,134118
1,28,Tech,7,9.0,22,50355
0,28,Other,4,9.0,17,95669
1,26,Other,4,8.0,11,93250
0,28,Media,2,9.0,11,170600
0,38,Other,4,14.0,154,259048
0,41,Other,4,15.5,60,124970
1,29,Other,4,9.5,10,183340
0,32,Other,4,11.0,45,114830
0,28,Other,4,9.0,34,59496
0,56,Tech,7,23.0,68,614940
0,22,Tech,7,6.0,12,73813
0,29,Tech,7,9.5,36,148211
0,33,Other,4,11.5,25,188956
0,40,Tech,7,15.0,150,454997
0,27,Tech,7,8.5,10,129450
1,32,Other,4,11.0,87,112341
1,26,Other,4,8.0,39,185361
0,28,Tech,7,9.0,37,151311
0,41,Tech,7,15.5,40,209262
1,30,Other,4,10.0,75,162016
1,25,Other,4,7.5,8,65856
0,39,Finance,1,14.5,88,208856
0,31,Operations,3,10.5,79,203252
0,32,Engineering,0,11.0,33,241541
0,28,Other,4,9.0,51,102047
1,40,Sales,6,15.0,32,31906
0,28,Other,4,9.0,40,95798
0,44,Finance,1,17.0,129,154895
0,30,Tech,7,10.0,51,235319
0,34,Other,4,12.0,12,99871
0,33,Other,4,11.5,70,115710
0,34,Tech,7,12.0,46,251829
0,28,Finance,1,9.0,61,103009
0,32,Engineering,0,11.0,26,241207
1,27,Other,4,8.5,23,110000
0,41,Engineering,0,15.5,25,476188
0,36,Engineering,0,13.0,41,104813
0,40,Finance,1,15.0,112,162978
1,29,Other,4,9.5,36,113284
0,39,Other,4,14.5,24,165443
1,28,Other,4,9.0,10,112646
0,30,Other,4,10.0,35,194241
0,42,Media,2,16.0,38,341364
0,31,Tech,7,10.5,10,249933
1,28,Tech,7,9.0,31,86609
0,33,Media,2,11.5,65,286098
0,30,Other,4,10.0,52,104313
1,28,Tech,7,9.0,46,144322
0,31,Other,4,10.5,56,152434
0,36,Tech,7,13.0,85,516077
0,27,Tech,7,8.5,23,109930
0,30,Finance,1,10.0,36,100874
0,32,Finance,1,11.0,59,111208
0,39,Engineering,0,14.5,45,453088
1,26,Media,2,8.0,36,76234
0,35,Tech,7,12.5,54,266894
0,35,Other,4,12.5,106,285798
1,27,Other,4,8.5,14,119984
1,23,Other,4,6.5,24,72529
0,40,Other,4,15.0,73,175864
0,36,Tech,7,13.0,15,261951
0,31,Tech,7,10.5,40,291163
0,26,Engineering,0,8.0,36,121507
1,29,Tech,7,9.5,56,152548
0,33,Other,4,11.5,48,155091
0,33,Media,2,11.5,125,264772
1,31,Other,4,10.5,61,112295
1,27,Tech,7,8.5,13,77795
1,23,Other,4,6.5,12,83615
1,23,Other,4,6.5,24,80502
0,26,Tech,7,8.0,23,129391
0,36,Other,4,13.0,46,400970
1,29,Other,4,9.5,60,111078
0,32,Other,4,11.0,60,98144
0,29,Other,4,9.5,7,119552
0,30,Other,4,10.0,14,104185
1,27,Tech,7,8.5,23,94375
0,39,Other,4,14.5,87,126802
0,26,Other,4,8.0,33,81323
1,23,Other,4,6.5,24,83667
0,36,Other,4,13.0,62,106684
0,39,Finance,1,14.5,8,252348
0,25,Operations,3,7.5,14,99472
0,42,Tech,7,16.0,139,278248
0,31,Other,4,10.5,32,114628
0,30,Other,4,10.0,55,139270
0,23,Media,2,6.5,24,94630
0,35,Tech,7,12.5,103,264486
0,28,Media,2,9.0,43,140477
0,29,Tech,7,9.5,22,143617
0,30,Other,4,10.0,37,70716
0,27,Tech,7,8.5,10,89853
0,36,Media,2,13.0,79,388584
0,25,Media,2,7.5,32,78291
0,28,Tech,7,9.0,48,110643
0,33,Media,2,11.5,35,346144
0,27,Tech,7,8.5,14,195114
0,29,Tech,7,9.5,7,216267
0,29,Tech,7,9.5,34,186782
0,40,Other,4,15.0,81,338582
0,30,Tech,7,10.0,90,201224
0,29,Other,4,9.5,14,107990
0,42,Sales,6,16.0,23,449442
0,39,Media,2,14.5,58,300930
0,23,Media,2,6.5,12,73447
1,28,Other,4,9.0,35,112067
0,36,Other,4,13.0,18,262432
1,25,Other,4,7.5,15,111100
1,22,Tech,7,6.0,10,62087
0,38,Engineering,0,14.0,36,400848
0,32,Tech,7,11.0,15,172676
0,33,Tech,7,11.5,83,209537
0,26,Tech,7,8.0,33,208169
0,29,Other,4,9.5,29,187090
1,32,Tech,7,11.0,64,208756
0,35,Other,4,12.5,43,233796
1,35,Engineering,0,12.5,148,263158
0,29,Tech,7,9.5,23,172259
0,35,Tech,7,12.5,12,164239
0,31,Operations,3,10.5,65,183928
0,36,Tech,7,13.0,134,186510
0,32,Sales,6,11.0,23,252196
0,24,Other,4,7.0,11,80050
0,53,Other,4,21.5,127,747518
0,33,Other,4,11.5,54,112067
1,28,Operations,3,9.0,12,94032
0,27,Media,2,8.5,14,75400
0,33,Engineering,0,11.5,37,176391
0,31,Engineering,0,10.5,33,176923
1,30,Media,2,10.0,26,225910
0,27,Engineering,0,8.5,32,189113
1,32,Tech,7,11.0,14,164761
0,42,Media,2,16.0,71,255455
0,32,Other,4,11.0,74,92346
1,36,Other,4,13.0,134,300785
0,31,Media,2,10.5,7,194400
0,32,Other,4,11.0,73,249442
0,27,Tech,7,8.5,31,112956
0,32,Engineering,0,11.0,69,233475
1,31,Sales,6,10.5,40,89053
0,36,Other,4,13.0,52,161237
0,22,Media,2,6.0,12,65087
0,33,Other,4,11.5,35,159007
1,26,Tech,7,8.0,6,84317
0,27,Engineering,0,8.5,39,128260
1,34,Tech,7,12.0,12,111591
0,31,Other,4,10.5,60,186602
1,29,Other,4,9.5,28,87473
1,25,Other,4,7.5,36,97853
1,29,Other,4,9.5,35,129121
0,29,Other,4,9.5,22,149697
0,28,Tech,7,9.0,7,125795
1,29,Other,4,9.5,48,116053
0,30,Other,4,10.0,70,154351
0,29,Tech,7,9.5,6,445075
0,38,Other,4,14.0,144,330280
0,38,Media,2,14.0,98,319849
0,24,Other,4,7.0,8,96995
0,37,Other,4,13.5,18,257675
0,25,Other,4,7.5,11,93990
0,22,Tech,7,6.0,12,73813
0,26,Other,4,8.0,48,110911
0,33,Operations,3,11.5,95,166870
1,35,Other,4,12.5,90,313460
0,30,Tech,7,10.0,9,167600
0,34,Other,4,12.0,39,244970
1,30,Tech,7,10.0,13,88267
0,29,Engineering,0,9.5,25,196627
0,33,Media,2,11.5,117,242083
0,34,Media,2,12.0,31,296308
0,29,Other,4,9.5,56,155594
1,43,Other,4,16.5,41,168148
0,26,Other,4,8.0,37,94772
1,35,Finance,1,12.5,70,119909
1,41,Tech,7,15.5,80,106725
1,39,Other,4,14.5,37,101757
0,28,Tech,7,9.0,46,150103
0,32,Product,5,11.0,33,229266
1,26,Other,4,8.0,45,73671
0,40,Other,4,15.0,11,222167
1,29,Engineering,0,9.5,22,97981
0,23,Tech,7,6.5,24,100843
0,33,Operations,3,11.5,69,99509
1,35,Tech,7,12.5,61,294719
0,28,Tech,7,9.0,49,98453
0,25,Other,4,7.5,13,79367
0,27,Other,4,8.5,72,201525
0,33,Other,4,11.5,67,285580
1,29,Tech,7,9.5,84,146418
0,31,Product,5,10.5,49,156759
1,30,Finance,1,10.0,75,119557
1,31,Other,4,10.5,16,104133
1,29,Other,4,9.5,26,80457
0,36,Product,5,13.0,6,333194
1,44,Other,4,17.0,190,202191
0,35,Other,4,12.5,47,205736
0,33,Tech,7,11.5,65,107049
